Ticker,EnglishName,KoreanName,Sector
PECO,Phillips Edison & Co Inc,필립스 에디슨,Real Estate
CRSP,CRISPR Therapeutics AG,크리스퍼 테라퓨틱스,Healthcare
SIGI,Selective Insurance Group Inc,셀렉티브 인슈어런스 그룹,Financial Services
OMAB,Grupo Aeroportuario del Centro Norte SAB de CV ADR,그루포 아에로포르투아리오 델 센트로 노르테,Industrials
EBC,Eastern Bankshares Inc,이스턴 뱅크셰어스,Financial Services
MRCY,Mercury Systems Inc,머큐리 시스템즈,Industrials
LOPE,Grand Canyon Education Inc,그랜드 캐니언 에듀케이션,Consumer Defensive
PSMT,PriceSmart Inc,프라이스스마트,Consumer Defensive
RGTI,Rigetti Computing Inc,리게티 컴퓨팅,Technology
ONDS,Ondas Inc,온다스,Technology
GNTX,Gentex Corp,젠텍스,Consumer Cyclical
CROX,Crocs Inc,크록스,Consumer Cyclical
FOLD,Amicus Therapeutics Inc,아미쿠스 테라퓨틱스,Healthcare
OSIS,OSI Systems Inc,오에스아이 시스템즈,Technology
WING,Wingstop Inc,윙스톱,Consumer Cyclical
ALM,Almonty Industries Inc,알몬티 인더스트리스,Basic Materials
DUOL,Duolingo Inc,듀오링고,Technology
MYRG,MYR Group Inc,엠와이알 그룹,Industrials
REYN,Reynolds Consumer Products Inc,레이놀즈 컨슈머 프로덕츠,Consumer Cyclical
WIX,Wix.Com Ltd,윅스,Technology
DNTH,Dianthus Therapeutics Inc,다이앤서스 테라퓨틱스,Healthcare
CORT,Corcept Therapeutics Inc,코셉트 테라퓨틱스,Healthcare
ALHC,Alignment Healthcare Inc,얼라인먼트 헬스케어,Healthcare
WAY,Waystar Holding Corp,웨이스타 홀딩,Healthcare
SAIC,Science Applications International Corp,사이언스 애플리케이션스 인터내셔널,Technology
FFIN,First Financial Bankshares Inc,퍼스트 파이낸셜 뱅크셰어스,Financial Services
OPEN,Opendoor Technologies Inc,오픈도어 테크놀로지스,Real Estate
MAT,Mattel Inc,마텔,Consumer Cyclical
OPCH,Option Care Health Inc,옵션 케어 헬스,Healthcare
SLM,SLM Corp,에스엘엠,Financial Services
TCBI,Texas Capital Bancshares Inc,텍사스 캐피털 뱅크셰어스,Financial Services
OLED,Universal Display Corp,유니버설 디스플레이,Technology
NWE,NorthWestern Energy Group Inc,노스웨스턴 에너지 그룹,Utilities
PTEN,Patterson-UTI Energy Inc,패터슨 유티아이 에너지,Energy
IBOC,International Bancshares Corp,인터내셔널 뱅크셰어스,Financial Services
RDNT,RadNet Inc,래드넷,Healthcare
ENPH,Enphase Energy Inc,엔페이즈 에너지,Technology
FELE,Franklin Electric Co Inc,프랭클린 일렉트릭,Industrials
VISN,Vistance Networks Inc,비스턴스 네트웍스,Technology
SHC,Sotera Health Co,소테라 헬스,Healthcare
ACIW,ACI Worldwide Inc,에이씨아이 월드와이드,Technology
NOVT,Novanta Inc,노반타,Technology
KC,Kingsoft Cloud Holdings Ltd ADR,킹소프트 클라우드,Technology
LGND,Ligand Pharmaceuticals Inc,라이간드 파마슈티컬스,Healthcare
BLLN,BillionToOne Inc,빌리언투원,Healthcare
RUSHA,Rush Enterprises Inc Class A,러시 엔터프라이즈,Consumer Cyclical
CRNX,Crinetics Pharmaceuticals Inc,크리네틱스 파마슈티컬스,Healthcare
SYRE,Spyre Therapeutics Inc,스파이어 테라퓨틱스,Healthcare
TFSL,TFS Financial Corp,티에프에스 파이낸셜,Financial Services
MMSI,Merit Medical Systems Inc,메리트 메디컬 시스템즈,Healthcare
FULT,Fulton Financial Corp,풀턴 파이낸셜,Financial Services
ITRI,Itron Inc,아이트론,Technology
SIMO,Silicon Motion Technology Corp ADR,실리콘 모션 테크놀로지,Technology
MZTI,Marzetti Co,마르제티,Consumer Defensive
GTLB,GitLab Inc,깃랩,Technology
VCTR,Victory Capital Holdings Inc,빅토리 캐피털 홀딩스,Financial Services
AMRX,Amneal Pharmaceuticals Inc,암닐 파마슈티컬스,Healthcare
VKTX,Viking Therapeutics Inc,바이킹 테라퓨틱스,Healthcare
NAMS,NewAmsterdam Pharma Company NV,뉴암스테르담 파마,Healthcare
GPCR,Structure Therapeutics Inc ADR,스트럭처 테라퓨틱스,Healthcare
FTDR,Frontdoor Inc,프론트도어,Consumer Cyclical
IRTC,iRhythm Holdings  Inc,아이리듬 홀딩스,Healthcare
NTSK,Netskope Inc,넷스코프,Technology
QS,Quantumscape Corp,퀀텀스케이프,Consumer Cyclical
INDB,Independent Bank Corp (Massachusetts),인디펜던트 뱅크,Financial Services
USLM,United States Lime & Minerals Inc,유나이티드 스테이츠 라임 앤드 미네랄스,Basic Materials
ACAD,ACADIA Pharmaceuticals Inc,아카디아 파마슈티컬스,Healthcare
DLO,Dlocal Ltd,디로컬,Technology
KNSA,Kiniksa Pharmaceuticals International PLC,키닉사 파마슈티컬스 인터내셔널,Healthcare
OTTR,Otter Tail Corp,오터테일,Industrials
SKYW,SkyWest Inc,스카이웨스트,Industrials
BANF,BancFirst Corp,뱅크퍼스트,Financial Services
INDV,Indivior Pharmaceuticals  Inc,인디비어 파마슈티컬스,Healthcare
MMED,MiniMed Group Inc,미니메드 그룹,Healthcare
PATK,Patrick Industries Inc,패트릭 인더스트리스,Consumer Cyclical
ASO,Academy Sports and Outdoors Inc,아카데미 스포츠 앤드 아웃도어스,Consumer Cyclical
TMDX,Transmedics Group Inc,트랜스메딕스 그룹,Healthcare
PPTA,Perpetua Resources Corp,퍼페투아 리소시스,Basic Materials
CALM,Cal-Maine Foods Inc,칼메인 푸즈,Consumer Defensive
MMYT,MakeMyTrip Ltd,메이크마이트립,Consumer Cyclical
CVCO,Cavco Industries Inc,캐브코 인더스트리스,Consumer Cyclical
CCC,CCC Intelligent Solutions Holdings Inc,씨씨씨 인텔리전트 솔루션스 홀딩스,Technology
IRDM,Iridium Communications Inc,이리듐 커뮤니케이션즈,Communication Services
CLBT,Cellebrite DI Ltd,셀레브라이트 DI,Technology
KLIC,Kulicke and Soffa Industries Inc,쿨리케 앤드 소파 인더스트리스,Technology
PLUG,Plug Power Inc,플러그 파워,Industrials
WSFS,WSFS Financial Corp,더블유에스에프에스 파이낸셜,Financial Services
EWTX,Edgewise Therapeutics Inc,엣지와이즈 테라퓨틱스,Healthcare
CVLT,Commvault Systems Inc,컴볼트 시스템즈,Technology
LIVN,LivaNova PLC,리바노바,Healthcare
CATY,Cathay General Bancorp,캐세이 제너럴 뱅코프,Financial Services
BHF,Brighthouse Financial Inc,브라이트하우스 파이낸셜,Financial Services
MCHB,Mechanics Bancorp,메카닉스 뱅코프,Financial Services
GTX,Garrett Motion Inc,개럿 모션,Consumer Cyclical
MRX,Marex Group PLC,마렉스 그룹,Financial Services
MNDY,monday.com Ltd,먼데이닷컴,Technology
INTR,Inter & Co Inc,인터 앤드 코,Financial Services
MARA,MARA Holdings Inc,마라 홀딩스,Financial Services
STNE,StoneCo Ltd,스톤코,Technology
GBDC,Golub Capital BDC Inc,골럽 캐피털 BDC,Financial Services
RELY,Remitly Global Inc,레미틀리 글로벌,Technology
WSBC,WesBanco Inc,웨스뱅코,Financial Services
DIOD,Diodes Inc,다이오즈,Technology
FIBK,First Interstate Bancsystem Inc,퍼스트 인터스테이트 뱅크시스템,Financial Services
CARG,CarGurus Inc,카구루스,Consumer Cyclical
PLMR,Palomar Holdings Inc,팔로마 홀딩스,Financial Services
PLBL,Polibeli Group Ltd,폴리벨리 그룹,Consumer Cyclical
HYMC,Hycroft Mining Holding Corporation,하이크로프트 마이닝 홀딩,Basic Materials
LEGN,Legend Biotech Corp ADR,레전드 바이오텍,Healthcare
LIF,Life360 Inc,라이프360,Technology
WSC,WillScot Holdings Corp,윌스콧 홀딩스,Industrials
LQDA,Liquidia Corp,리퀴디아,Healthcare
VEON,VEON Ltd ADR,비온,Communication Services
TLX,Telix Pharmaceuticals Ltd ADR,텔릭스 파마슈티컬스,Healthcare
HSAI,Hesai Group ADR,헤사이 그룹,Consumer Cyclical
EXPO,Exponent Inc,엑스포넌트,Industrials
LASR,nLIGHT Inc,엔라이트,Technology
USAR,USA Rare Earth Inc,유에스에이 레어 어스,Basic Materials
FIZZ,National Beverage Corp,내셔널 베버리지,Consumer Defensive
FHB,First Hawaiian Inc,퍼스트 하와이안,Financial Services
QLYS,Qualys Inc,퀄리스,Technology
TOWN,TowneBank,타운뱅크,Financial Services
NAVN,Navan Inc,나반,Technology
FRMI,Fermi Inc,페르미,Real Estate
RUN,Sunrun Inc,선런,Technology
IAC,IAC Inc,아이에이씨,Communication Services
FRPT,Freshpet Inc,프레시펫,Consumer Defensive
DNLI,Denali Therapeutics Inc,데날리 테라퓨틱스,Healthcare
PONY,Pony AI Inc ADR,포니 AI,Technology
TWST,Twist Bioscience Corp,트위스트 바이오사이언스,Healthcare
BWIN,Baldwin Insurance Group  Inc,볼드윈 인슈어런스 그룹,Financial Services
PI,Impinj Inc,임핀지,Technology
HWKN,Hawkins Inc,호킨스,Basic Materials
CPRX,Catalyst Pharmaceuticals Inc,카탈리스트 파마슈티컬스,Healthcare
DORM,Dorman Products Inc,도먼 프로덕츠,Consumer Cyclical
SBCF,Seacoast Banking Corporation of Florida,시코스트 뱅킹 코퍼레이션 오브 플로리다,Financial Services
CLMT,Calumet Inc,칼루멧,Basic Materials
TRMD,Torm PLC,토름,Energy
ORKA,Oruka Therapeutics Inc,오루카 테라퓨틱스,Healthcare
DYN,Dyne Therapeutics  Inc,다인 테라퓨틱스,Healthcare
ICUI,ICU Medical Inc,아이씨유 메디컬,Healthcare
ACLS,Axcelis Technologies Inc,액셀리스 테크놀로지스,Technology
FFBC,First Financial Bancorp,퍼스트 파이낸셜 뱅코프,Financial Services
SUPN,Supernus Pharmaceuticals Inc,수퍼너스 파마슈티컬스,Healthcare
JOYY,JOYY Inc ADR,조이,Communication Services
TARS,Tarsus Pharmaceuticals Inc,타서스 파마슈티컬스,Healthcare
TVTX,Travere Therapeutics Inc,트라베레 테라퓨틱스,Healthcare
COLM,Columbia Sportswear Co,컬럼비아 스포츠웨어,Consumer Cyclical
NMIH,NMI Holdings Inc,엔엠아이 홀딩스,Financial Services
MGEE,MGE Energy Inc,엠지이 에너지,Utilities
IPAR,Interparfums Inc,인터퍼퓸스,Consumer Defensive
LCID,Lucid Group Inc,루시드 그룹,Consumer Cyclical
ARQT,Arcutis Biotherapeutics Inc,아큐티스 바이오테라퓨틱스,Healthcare
UCTT,Ultra Clean Holdings Inc,울트라 클린 홀딩스,Technology
SFNC,Simmons First National Corp,시먼스 퍼스트 내셔널,Financial Services
WDFC,WD-40 Co,WD-40,Basic Materials
POWI,Power Integrations Inc,파워 인테그레이션스,Technology
VERA,Vera Therapeutics  Inc,베라 테라퓨틱스,Healthcare
ALMS,Alumis Inc,알루미스,Healthcare
SOUN,SoundHound AI Inc,사운드하운드 AI,Technology
SYNA,Synaptics Inc,시냅틱스,Technology
TNGX,Tango Therapeutics Inc,탱고 테라퓨틱스,Healthcare
ADEA,Adeia Inc,아데이아,Technology
PRVA,Privia Health Group Inc,프리비아 헬스 그룹,Healthcare
CRVL,CorVel Corp,코벨,Financial Services
COCO,Vita Coco Company Inc,비타 코코 컴퍼니,Consumer Defensive
TXG,10X Genomics Inc,10x 지노믹스,Healthcare
CAKE,Cheesecake Factory Inc,치즈케이크 팩토리,Consumer Cyclical
ACMR,ACM Research Inc,ACM 리서치,Technology
MGRC,McGrath RentCorp,맥그래스 렌트코프,Industrials
VRNS,Varonis Systems Inc,바로니스 시스템즈,Technology
IDYA,IDEAYA Biosciences Inc,아이디아야 바이오사이언시스,Healthcare
SLNO,Soleno Therapeutics Inc,솔레노 테라퓨틱스,Healthcare
NMRK,Newmark Group Inc,뉴마크 그룹,Real Estate
CVBF,CVB Financial Corp,CVB 파이낸셜,Financial Services
HCM,HUTCHMED (China) Ltd ADR,허치메드 차이나,Healthcare
SEDG,Solaredge Technologies Inc,솔라에지 테크놀로지스,Technology
SBLK,Star Bulk Carriers Corp,스타 벌크 캐리어스,Industrials
EEFT,Euronet Worldwide Inc,유로넷 월드와이드,Technology
BULL,Webull Corp,위불,Technology
KOD,Kodiak Sciences Inc,코디악 사이언시스,Healthcare
ELVN,Enliven Therapeutics Inc,엔라이븐 테라퓨틱스,Healthcare
SHOO,Steven Madden Ltd,스티븐 매든,Consumer Cyclical
VCYT,Veracyte Inc,베라사이트,Healthcare
TRMK,Trustmark Corp,트러스트마크,Financial Services
IRON,Disc Medicine Inc,디스크 메디신,Healthcare
AAPG,Ascentage Pharma Group International ADR,애센티지 파마 그룹 인터내셔널,Healthcare
DJT,Trump Media & Technology Group Corp,트럼프 미디어 앤드 테크놀로지 그룹,Communication Services
BRZE,Braze Inc,브레이즈,Technology
FRME,First Merchants Corp,퍼스트 머천츠,Financial Services
AXTI,AXT Inc,AXT,Technology
LMAT,LeMaitre Vascular Inc,르메트르 바스큘러,Healthcare
UPST,Upstart Holdings Inc,업스타트 홀딩스,Financial Services
WRD,WeRide Inc ADR,위라이드,Technology
MAAS,Maase Inc,마세,Financial Services
LFST,LifeStance Health Group Inc,라이프스탠스 헬스 그룹,Healthcare
BEAM,Beam Therapeutics Inc,빔 테라퓨틱스,Healthcare
VC,Visteon Corp,비스테온,Consumer Cyclical
ANDE,Andersons Inc,앤더슨스,Consumer Defensive
UNIT,Uniti Group Inc (Delaware),유나이티 그룹,Real Estate
HTO,H2O America,H2O 아메리카,Utilities
IMNM,Immunome Inc,이뮤놈,Healthcare
FLNC,Fluence Energy Inc,플루언스 에너지,Utilities
SRPT,Sarepta Therapeutics Inc,사렙타 테라퓨틱스,Healthcare
WAFD,WaFd Inc,와프드,Financial Services
CHEF,Chefs' Warehouse Inc,셰프스 웨어하우스,Consumer Defensive
CLDX,Celldex Therapeutics Inc,셀덱스 테라퓨틱스,Healthcare
RLAY,Relay Therapeutics Inc,릴레이 테라퓨틱스,Healthcare
BCRX,BioCryst Pharmaceuticals Inc,바이오크리스트 파마슈티컬스,Healthcare
NTCT,Netscout Systems Inc,넷스카우트 시스템즈,Technology
ETOR,eToro Group Ltd,이토로 그룹,Financial Services
TBBK,Bancorp Inc,뱅코프,Financial Services
ZLAB,Zai Lab Ltd ADR,자이 랩,Healthcare
PLAB,Photronics Inc,포트로닉스,Technology
KYIV,Kyivstar Group Ltd,키이우스타 그룹,Communication Services
OSW,OneSpaWorld Holdings Ltd,원스파월드 홀딩스,Consumer Cyclical
ACHC,Acadia Healthcare Company Inc,아카디아 헬스케어,Healthcare
MLYS,Mineralys Therapeutics Inc,미네랄리스 테라퓨틱스,Healthcare
CLSK,CleanSpark Inc,클린스파크,Financial Services
NEXT,NextDecade Corp,넥스트데케이드,Energy
FRSH,Freshworks Inc,프레시웍스,Technology
PRDO,Perdoceo Education Corp,퍼도세오 에듀케이션,Consumer Defensive
FBNC,First Bancorp (North Carolina),퍼스트 뱅코프,Financial Services
ARCB,ArcBest Corp,아크베스트,Industrials
HTFL,Heartflow Inc,하트플로우,Healthcare
XRAY,DENTSPLY SIRONA Inc,덴츠플라이 시로나,Healthcare
MCW,Mister Car Wash Inc,미스터 카 워시,Consumer Cyclical
ATRO,Astronics Corp,아스트로닉스,Industrials
NBTB,NBT Bancorp Inc,NBT 뱅코프,Financial Services
CSGS,Csg Systems International Inc,CSG 시스템즈 인터내셔널,Technology
RARE,Ultragenyx Pharmaceutical Inc,울트라제닉스 파마슈티컬,Healthcare
BTDR,Bitdeer Technologies Group,비트디어 테크놀로지스 그룹,Technology
HUBG,Hub Group Inc,허브 그룹,Industrials
PAHC,Phibro Animal Health Corp,파이브로 애니멀 헬스,Healthcare
MLCO,Melco Resorts & Entertainment Ltd ADR,멜코 리조트 앤 엔터테인먼트,Consumer Cyclical
DAVE,Dave Inc,데이브,Technology
DXPE,DXP Enterprises Inc,DXP 엔터프라이즈,Industrials
SEZL,Sezzle Inc,세즐,Financial Services
BUSE,First Busey Corp,퍼스트 뷰지,Financial Services
AMBA,Ambarella Inc,암바렐라,Technology
SLDE,Slide Insurance Holdings Inc,슬라이드 인슈어런스 홀딩스,Financial Services
BELFB,Bel Fuse Inc Class B,벨 퓨즈,Technology
DAWN,Day One Biopharmaceuticals Inc,데이 원 바이오파마슈티컬스,Healthcare
VRRM,Verra Mobility Corp,베라 모빌리티,Technology
ALRM,Alarm.com Holdings Inc,알람닷컴 홀딩스,Technology
ADMA,ADMA Biologics Inc,ADMA 바이오로직스,Healthcare
TSAT,Telesat Corp,텔레샛,Technology
XMTR,Xometry Inc,조메트리,Industrials
NKTR,Nektar Therapeutics,넥타르 테라퓨틱스,Healthcare
SPSC,SPS Commerce Inc,SPS 커머스,Technology
NESR,National Energy Services Reunited Corp,내셔널 에너지 서비스 리유나이티드,Energy
HURN,Huron Consulting Group Inc,휴런 컨설팅 그룹,Industrials
SNDX,Syndax Pharmaceuticals Inc,신댁스 파마슈티컬스,Healthcare
NEOG,Neogen Corp,네오젠,Healthcare
AVPT,AvePoint Inc,애브포인트,Technology
LBTYA,Liberty Global Ltd Class A,리버티 글로벌,Communication Services
VNET,VNET Group Inc ADR,VNET 그룹,Technology
KALU,Kaiser Aluminum Corp,카이저 알루미늄,Basic Materials
NYAX,Nayax Ltd,나약스,Technology
ZG,Zillow Group Inc Class A,질로우 그룹,Communication Services
PTRN,Pattern Group Inc,패턴 그룹,Technology
WB,Weibo Corp ADR,웨이보,Communication Services
NSIT,Insight Enterprises Inc,인사이트 엔터프라이즈,Technology
EXTR,Extreme Networks Inc,익스트림 네트웍스,Technology
BANR,Banner Corp,배너,Financial Services
VECO,Veeco Instruments Inc,비코 인스트루먼츠,Technology
ADPT,Adaptive Biotechnologies Corp,어댑티브 바이오테크놀로지스,Healthcare
BL,BlackLine Inc,블랙라인,Technology
CECO,CECO Environmental Corp,CECO 인바이런멘털,Industrials
AUPH,Aurinia Pharmaceuticals Inc,오리니아 파마슈티컬스,Healthcare
PLUS,ePlus inc,이플러스,Technology
GRFS,Grifols SA ADR,그리폴스,Healthcare
MBIN,Merchants Bancorp,머천츠 뱅코프,Financial Services
TENB,Tenable Holdings Inc,테너블 홀딩스,Technology
EFSC,Enterprise Financial Services Corp,엔터프라이즈 파이낸셜 서비스,Financial Services
NCNO,nCino Inc,엔시노,Technology
AGIO,Agios Pharmaceuticals Inc,아지오스 파마슈티컬스,Healthcare
DFTX,Definium Therapeutics Inc,디피니엄 테라퓨틱스,Healthcare
PTON,Peloton Interactive Inc,펠로톤 인터랙티브,Consumer Cyclical
NN,NextNav Inc,넥스트내브,Technology
TYRA,Tyra Biosciences Inc,타이라 바이오사이언시스,Healthcare
SYBT,Stock Yards Bancorp Inc,스톡 야즈 뱅코프,Financial Services
EVCM,EverCommerce Inc,에버커머스,Technology
GRAL,Grail Inc,그레일,Healthcare
CASH,Pathward Financial Inc,패스워드 파이낸셜,Financial Services
PENN,PENN Entertainment Inc,PENN 엔터테인먼트,Consumer Cyclical
DRVN,Driven Brands Holdings Inc,드리븐 브랜즈 홀딩스,Consumer Cyclical
BLBD,Blue Bird Corp,블루 버드,Industrials
STOK,Stoke Therapeutics Inc,스토크 테라퓨틱스,Healthcare
INTA,Intapp Inc,인탭,Technology
